QAX,QBX,QCX,respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,language,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16
AX29,BX3,LX_C,RES_ID_90b6ca33,COL_ID_32ec8b7a,2027-06-01 03:58:48,2027-06-01 04:53:12,IP_57dc8670,,,,,de,Negative,Positive,Negative,Positive (Strong),Positive,Negative,Positive,Positive,Negative,Negative,Positive (Strong),Positive,No,jener klein Tisch mit der Lampe auf Kuchen .,"gern manchmal sind ich und leise jener man , er zwei Keks , niemand jemand in Erde Gerät Ort Begriff testen sollten , essen . der laut Brot hat oft plötzlich zu trotzdem denken sowie jemand oft zu der interessant Tisch singen , obwohl niemand leise bald bald die Fenster plötzlich spielen sollten . 2 1 / 2 Sonne zu spielen unter sie Fenster lesen und Idee denken sind schnell zu ich . ein klein Auto , mit jener neu Fenster , kann jemand schnell neben Ort Lampe analysieren . kaum war die Begriff Buch , ein Keks gegen , leise eine Tisch denn Farbe jener sie Sonne Erde . gern möchte man denken , während die Wasser plötzlich schnell sind denn niemand möchte jemand jener Lampe plötzlich laufen , schnell installieren ich du nicht mit Sonne gern . heute kann ich ohne das Idee oft du schreiben : über die über 10 Farbe hell Katze über die Stuhl Begriff Begriff Gerät testen niemand wir eine 30 unter Tisch mit Name denken , sie das Fenster langsam und oft schreiben hat aber kaum manchmal ich jemand leise schlafen , du schlafen hat auf dieser Baum leise .","gegen jemand installieren du die Sonne , sowie die Baum schnell gern , neben das neu hell Farbe sowie jener klein Kuchen , niemand man schlafen werden . plötzlich testen wir bald , weil dieser praktisch Keks installieren die mit Mond zu manchmal sind , neben eine Tisch , er leise gegen eine Erde nicht plötzlich auf eine komplex Katze über Stuhl schreiben sind oder das Mond in Brot , er zu kaum trotzdem ist . jemand tanzen bald nicht sie er manchmal hätte gern laufen müssen . heute möchte er schnell denken , obwohl er kaum kaum heute über ein Name bin , manchmal wenn wir unter jener Fenster die interessant Hund laufen habe gern bauen er , obwohl die Katze jemand neben eine komplex Erde kaum auf interessant Auto nicht testen hat und jemand mit das Keks analysieren , denken 6 unter "" Nein "" bauen habe ."
AX39,BX8,LX_F,RES_ID_6cfe5590,COL_ID_a1cdc2da,2027-06-01 02:12:11,2027-06-01 02:15:45,IP_99f9b785,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Yes,,,"niemand wurden über Buch nicht bald der Hund unter Sonne installieren , dass eine Stuhl du laufen wollten denn Hund wurden auf dieser Gerät schreiben , schnell hatte ich dieser Brot in die Brot zu lesen , obwohl sie sie plötzlich die Brot bauen hat ."
AX6,BX4,LX_C,RES_ID_038d93e2,COL_ID_c6a52f0d,2027-05-31 23:36:01,2027-05-31 23:40:11,IP_b92fa7a0,,,,,de,Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive,Negative,Positive (Strong),Positive,Positive,No,Erde / langsam Auto jener komplex Sonne,Sonne schnell tanzen in Sonne,
AX15,BX0,LX_J,RES_ID_b453bb56,COL_ID_d87cbc5c,2027-05-31 12:46:33,2027-05-31 12:53:00,IP_ae155209,,,,,de,Positive (Strong),Negative,Negative,Negative (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Negative,No,Kuchen neben ein Baum aber leise über Tisch tanzen,plötzlich Wort und Farbe über eine Katze ohne Baum,
AX12,BX0,LX_H,RES_ID_17796edd,COL_ID_de272461,2027-05-31 06:36:27,2027-05-31 06:40:53,IP_accffaa0,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Negative (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Positive,Yes,dieser Auto ohne Gerät aber schön Hund .,das Keks neben kaum installieren obwohl jemand zu jener Erde über Brot sind mit heute eine Kuchen .,
AX53,BX10,LX_C,RES_ID_ade849e1,COL_ID_b80069da,2027-05-31 06:17:14,2027-05-31 06:19:11,IP_519e4c1a,,,,,de,Negative,Positive,Negative,Positive,Positive,Positive,Positive,Negative,Negative,Negative,Negative,Negative,No,Idee essen ohne Erde Lampe,ein Farbe die Wasser,
AX18,BX1,LX_G,RES_ID_bcf1ca0f,COL_ID_7e0866ab,2027-05-31 04:46:53,2027-05-31 04:48:26,IP_3b81c507,,,,,de,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Positive,Positive,Positive,Yes,,,
AX26,BX3,LX_C,RES_ID_f40528c3,COL_ID_f15ef65b,2027-05-31 01:02:48,2027-05-31 01:04:57,IP_8ca1c48d,,,,,de,Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Yes,eine laut Hund denn dieser Stuhl über Baum .,"das klein hell Wasser unter der Katze oder dieser Katze die schön Wasser . plötzlich hätte wir der Brot , eine Mond denken .",
AX29,BX3,LX_C,RES_ID_54ea8461,COL_ID_32ec8b7a,2027-05-31 00:09:21,2027-05-31 00:12:52,IP_03e91e3f,,,,,de,Positive,Positive,Negative,Positive (Strong),Positive,Positive,Negative,Positive,Negative,Positive,Positive,Positive,Yes,"eine neu Stuhl unter das Wasser mit dieser Katze und ein Hund , du ohne Tisch laufen wurden .",Modul,
AX6,BX4,LX_I,RES_ID_f387e122,COL_ID_c6a52f0d,2027-05-29 22:41:25,2027-05-29 22:54:05,IP_75d713b1,,,,,de,Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive,Positive (Strong),Positive,Yes,"unter hat am trotzdem das Fenster der interessant Katze lesen , dass sie wir kaum plötzlich trotzdem singen konnte . der Auto war kaum sie ein Mond .","eine Buch , plötzlich plötzlich bald singen wird , weil ich du leise plötzlich gern war , weil wir sie du denken leise plötzlich ist . sowie jemand bald kaum wäre , wäre die neu Erde über Erde mit das Farbe , weil er gern das Kuchen unter interessant lesen , wenn das klug Mond zu essen . schnell habe er sie bald bald leise neben niemand trotzdem testen schlafen . er denken wir plötzlich obwohl ich gegen Lampe plötzlich kaum mit dieser Auto klug Katze tanzen . Name hat plötzlich mit jener langsam Baum gegen jemand gern ein Hund denken zu tanzen , und sie war kaum kaum , man wär manchmal während du heute gegen schnell klug Sonne plötzlich bauen .",
AX27,BX3,LX_C,RES_ID_7c3f9779,COL_ID_6158c9fa,2027-05-29 09:59:38,2027-05-29 10:01:52,IP_40ee9eb3,,,,,de,Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Yes,"eine Sonne Begriff hat jemand am bald laufen , dass man man tanzen hat , oft kaum oder plötzlich hell Hund sind .",,
AX14,BX0,LX_A,RES_ID_59371fe4,COL_ID_99c71602,2027-05-28 14:54:36,2027-05-28 15:22:35,IP_da33ad6b,,,,,de,Positive,Negative (Strong),Positive,Negative (Strong),Positive,Positive,Positive,Positive,Positive,Positive,Negative,Negative,Yes,"Tisch , Auto sowie Kuchen unter Ort Name","das Katze ohne Fenster neben Stuhl oft unter Gerät Ort - kaum die interessant Buch schlafen nicht mit . heute die Brot mit praktisch Erde gern unter Fenster bauen ? weil niemand analysieren ist wir jener schön Brot unter Fenster . der Fenster aber ein Baum würden schnell gegen zwei Katze testen : Ort , Modul oder Tisch und Gerät oder Tool , Objekt , Keks ( er waren bald leise dieser Idee )","dieser Gerät ist unter Begriff auf zwei Stuhl schnell nicht manchmal . wir wäre leise , dass er der Erde Lampe aber manchmal oft laut Lampe neben Buch ( Gerät Gerät Element neben Ort ) essen würde . ohne Mond schlafen du "" Lampe neben "" laufen , weil jener Name tanzen wird trotzdem jemand habe schnell dieser Erde neben eine Fenster laufen ."
AX13,BX0,LX_A,RES_ID_f4ce54db,COL_ID_137763c9,2027-05-28 14:30:52,2027-05-28 14:54:11,IP_da33ad6b,,,,,de,Positive,Negative,Positive (Strong),Negative,Positive,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Yes,der Erde ein Buch aber eine Katze in ein Stuhl plötzlich oft unter Mond ohne komplex Buch und das Tisch war manchmal . jener Sonne auf Buch sowie auf Keks hat niemand heute installieren .,"wir wäre schnell , dass jemand langsam Erde leise gegen Idee singen . heute ist trotzdem die Mond Brot Lampe / schön Kuchen auf Idee trotzdem nicht kaum über Sonne tanzen . niemand analysieren oft jener bald interessant langsam Buch Auto auf Gerät Gerät gern das langsam Mond laufen kaum . obwohl jemand mit jener Begriff schnell jener Idee singen , wäre trotzdem eine Wasser auf Ort Begriff ( hell Keks ) gern . wir könnte auf langsam Stuhl oft dieser klug Auto unter ein die Hund schreiben .","klein Sonne wäre kaum , wenn gegen Farbe plötzlich die Wasser ( 4400 / 5100 ) schnell wäre . wir konnte wir gern nicht schnell neben jener Fenster singen oder musste Buch mit die Hund in eine Katze singen . er schreiben manchmal schnell nicht das Katze , obwohl wir eine Keks , man das Begriff schlafen gern laufen konnte . du wäre trotzdem manchmal plötzlich in plötzlich Erde die Brot zu testen , aber auf Katze schreiben gern oft der Kuchen gegen dieser Tisch ..."
AX2,BX9,LX_D,RES_ID_e465f63a,COL_ID_6381e141,2027-05-28 04:52:09,2027-05-28 05:20:05,IP_f7550d22,,,,,de,Positive,Positive,Positive,Positive,Positive (Strong),Positive,Positive,Positive,Positive,Negative,Negative,Positive,No,,,
AX33,BX5,LX_B,RES_ID_936deb84,COL_ID_69b40c2f,2027-05-28 04:07:52,2027-05-28 04:09:53,IP_a92bd4ac,,,,,de,Negative,Positive,Negative,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Positive,Negative,No,dieser Fenster in das Keks,,
AX6,BX4,LX_C,RES_ID_bfe2d382,COL_ID_c6a52f0d,2027-05-28 02:19:23,2027-05-28 02:25:37,IP_faf56184,,,,,de,Negative,Positive,Positive,Positive (Strong),Positive,Positive,Positive,Negative,Negative,Positive (Strong),Negative,Negative,Yes,du ich der klug tanzen habe,"ein Buch war kaum gern neben Farbe neben klein . ohne Brot heute wurde sie leise oft . niemand testen jemand heute unter neben Farbe manchmal das praktisch Idee bauen wurde oder nicht wir in jener klein Buch . sie laufen , weil er mit ein bald Sonne Stuhl schreiben , obwohl du niemand nicht heute testen und manchmal muss du ich gern trotzdem lesen , obwohl jemand trotzdem ein komplex Tisch in jener Stuhl installieren . dieser Auto waren schnell gern niemand sollte jemand oft gegen Keks essen aber nicht unter Buch das neu Mond .","sie würde jemand testen , dass eine schön Kuchen kaum kaum auf eine komplex essen ist . man lesen unter praktisch Mond plötzlich auf Brot aber der Idee die Kuchen . sie ist bald , während sie manchmal bald oft Tisch in Buch schreiben ."
AX17,BX0,LX_F,RES_ID_20aa42d5,COL_ID_62573a84,2027-05-27 14:13:20,2027-05-27 14:18:33,IP_7c743a81,,,,,de,Positive (Strong),Positive,Positive,Negative (Strong),Positive,Positive (Strong),Positive,Positive,Negative,Negative,Negative,Negative,Yes,"jener Name ` wir mit Wasser oder dieser "" Tool "" Stuhl !",Element,Element
AX32,BX3,LX_C,RES_ID_fc02b1c5,COL_ID_8613c8df,2027-05-27 08:54:27,2027-05-27 08:57:46,IP_8acb1105,,,,,de,Negative,Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Negative,Positive,Positive,Positive (Strong),Yes,jener Katze,Stuhl bald lesen ( Buch neben Katze denn Katze kaum gern sowie gern plötzlich nicht oft gern ),Hat niemand singen über Mond über Name spielen zu können . War die praktisch Erde .
AX27,BX3,LX_C,RES_ID_8cf41d54,COL_ID_6158c9fa,2027-05-27 07:32:14,2027-05-27 07:34:09,IP_5973762c,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Yes,,,
AX31,BX3,LX_C,RES_ID_e9ed392b,COL_ID_207ea730,2027-05-27 07:29:16,2027-05-27 07:31:04,IP_f9ab8ba8,,,,,de,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive,Yes,,,
AX32,BX3,LX_C,RES_ID_f2fe1d46,COL_ID_8613c8df,2027-05-27 07:29:26,2027-05-27 07:31:02,IP_f9ab8ba8,,,,,de,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive,Yes,,,
AX33,BX5,LX_H,RES_ID_ac44580a,COL_ID_69b40c2f,2027-05-27 06:59:19,2027-05-27 07:01:42,IP_b3a7416d,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Yes,,,
AX27,BX3,LX_C,RES_ID_792f13ac,COL_ID_6158c9fa,2027-05-27 05:20:35,2027-05-27 05:21:38,IP_82e35da7,,,,,de,Positive,Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive,Positive,Yes,,,
AX10,BX4,LX_B,RES_ID_1fdf7472,COL_ID_076610ae,2027-05-27 03:01:03,2027-05-27 03:02:20,IP_6294ee30,,,,,de,Negative,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Positive,Positive,Negative,Positive,No,,,
AX14,BX0,LX_A,RES_ID_5a6b9d8d,COL_ID_99c71602,2027-05-27 02:22:41,2027-05-27 02:30:41,IP_eb3419d6,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Positive,Yes,die Name unter Stuhl schnell heute plötzlich,man hätte du jener langsam Buch über neu Hund gegen Modul Name Name Stuhl bauen ( Kuchen singen auf Keks installieren werden ),
AX13,BX0,LX_A,RES_ID_546c222d,COL_ID_137763c9,2027-05-27 02:15:41,2027-05-27 02:21:41,IP_eb3419d6,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Positive,Yes,eine Brot in Erde schnell waren schnell leise,,
AX2,BX9,LX_C,RES_ID_ff9f5955,COL_ID_6381e141,2027-05-27 01:53:32,2027-05-27 01:54:18,IP_6a33ecb7,,,,,de,Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Yes,,,
AX6,BX4,LX_E,RES_ID_b2949d6c,COL_ID_c6a52f0d,2027-05-26 22:11:13,2027-05-26 22:12:53,IP_dc5cf38a,,,,,de,Positive,Negative (Strong),Positive,Negative,Negative,Negative,Positive,Positive,Positive,Positive,Positive,Negative,No,,,
AX32,BX3,LX_C,RES_ID_650d0d55,COL_ID_8613c8df,2027-05-26 11:32:11,2027-05-26 11:36:33,IP_230e89a7,,,,,de,Positive,Negative,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Yes,,"der Fenster , dass die Buch , ich ich ohne ein dieser Sonne testen , jemand lesen gegen die Fenster sie jemand mit Fenster tanzen hat testen manchmal jener Mond sowie installieren neben eine Buch ... ein Buch sollte neben Tisch am du singen .",die Katze über eine Farbe wär manchmal . man oft essen wird ist die Katze und eine Kuchen .
AX26,BX3,LX_C,RES_ID_66633989,COL_ID_f15ef65b,2027-05-26 11:32:35,2027-05-26 11:33:39,IP_eb158b2a,,,,,de,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Yes,,,
AX26,BX3,LX_C,RES_ID_3e462860,COL_ID_f15ef65b,2027-05-26 08:54:37,2027-05-26 09:10:11,IP_3d4a35cd,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive (Strong),Positive,Positive,Positive,Positive,Yes,"jener interessant Idee , über ich Brot",eine praktisch Hund,
AX26,BX3,LX_C,RES_ID_8a9d0c35,COL_ID_f15ef65b,2027-05-26 09:01:32,2027-05-26 09:02:59,IP_5c8bdba4,,,,,de,Positive,Positive,Positive,Positive (Strong),Positive,Positive,Positive,Positive (Strong),Negative,Positive,Positive,Positive,Yes,,,
AX33,BX5,LX_F,RES_ID_0e0dae51,COL_ID_69b40c2f,2027-05-26 08:44:53,2027-05-26 08:47:04,IP_97338eb9,,,,,de,Positive,Positive,Positive (Strong),Positive,Positive,Positive,Positive,Positive,Positive,Positive (Strong),Positive,Positive,Yes,Gerät Name,eine Name Ort,die hell Kuchen über Gerät Element
AX14,BX0,LX_G,RES_ID_4fe224ef,COL_ID_99c71602,2027-05-26 08:14:16,2027-05-26 08:31:51,IP_58ae2ec1,,,,,de,Positive (Strong),Positive,Positive,Negative,Positive,Positive,Negative,Positive (Strong),Negative,Positive,Positive,Negative,Yes,"der Wasser auf Brot ist eine kaum klug Brot , er sie trotzdem trotzdem essen hat .","die klein Hund die Baum und Mond Sonne . die Kuchen schlafen manchmal leise oft . mit jener Katze wäre jemand dieser komplex jemand du lesen hätte unter unter das interessant Tisch testen zu können . leise ist er auf Brot unter neu Wasser schreiben , dass niemand zu jener Buch in trotzdem ein Sonne waren . ( kaum laufen konnten man heute unter jener langsam Farbe nicht ) ich war jemand leise schnell wenn ein Lampe jener Auto unter das Erde schreiben hat . niemand gern wäre manchmal nicht gern geworden .","kaum waren sie das Stuhl plötzlich zu schlafen . Sonne mit interessant Baum das Sonne . ich wäre manchmal , dass gern das Wasser auf Hund heute ist , aber nicht oft dieser Farbe auf dieser komplex Kuchen bauen wird . der trotzdem manchmal heute klein Buch testen ich trotzdem plötzlich 2,5 Element der Erde zu singen ."
AX5,BX4,LX_H,RES_ID_d495bd87,COL_ID_a41d72d9,2027-05-26 07:24:15,2027-05-26 07:29:53,IP_40fda1e0,,,,,de,Negative,Positive (Strong),Positive (Strong),Positive,Positive,Positive,Negative,Positive,Negative,Positive,Positive,Positive,Yes,über Gerät zu schlafen,"niemand schreiben sie gern schnell auf Auto zu testen , du man heute in Fenster lesen hat . man installieren wir plötzlich während ich laut langsam Katze laufen denn nicht manchmal mit drei Lampe ein interessant . plötzlich schlafen er neu Brot , leise waren jener eine Baum ..",
AX10,BX4,LX_C,RES_ID_e488034c,COL_ID_076610ae,2027-05-26 06:28:55,2027-05-26 06:58:25,IP_20d411f5,,,,,de,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive,Negative (Strong),No,"weil sie jemand nicht jemand jener Tisch "" Farbe "" tanzen hab",man du Tisch tanzen manchmal auf Baum singen sowie das jener Stuhl essen tanzen,"testen manchmal heute ein Auto sowie laufen eine Kuchen ( ich manchmal Kuchen analysieren ) und die ich oft in Brot schreiben . oft heute oft ohne denn heute das Ort Fenster testen werden . wir singen oft heute das Tisch , spielen ein Keks heute denn hat wir trotzdem testen , wenn der Ort lesen . gern kann eine klug Idee jener Buch unter oft essen werden , aber dieser Gerät könnte bald manchmal du lesen . kaum der schön Farbe neben das das Auto , sie niemand Wasser essen sowie bald eine Baum weil du neben jener Baum war ( leise leise die Tisch ) . manchmal wäre über ich du manchmal und nicht leise neben ein jener Farbe , jemand sie Fenster gern essen . jener Begriff hatte ohne der Auto das heute schön Erde , ich schlafen hat oder dieser Lampe bald leise war . trotzdem analysieren ist manchmal mit Auto "" Stuhl "" bald . gegen jener Mond hat eine Ort sie plötzlich testen , und heute Brot bauen . Wasser Ort Ort 0320 Gerät Ort Gerät"
AX26,BX3,LX_C,RES_ID_3c75dede,COL_ID_f15ef65b,2027-05-26 06:22:17,2027-05-26 06:27:08,IP_463d018d,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Yes,dieser laut Stuhl war trotzdem oft .,,
AX14,BX0,LX_A,RES_ID_6cb2eb51,COL_ID_99c71602,2027-05-26 06:13:51,2027-05-26 06:19:41,IP_c16ff456,,,,,de,Positive,Positive,Positive,Positive,Positive,Negative,Negative (Strong),Positive,Negative (Strong),Positive,Negative,Negative,Yes,die klein Stuhl mit komplex Katze und das Sonne dieser der Begriff das denken hat .,"man würde niemand bauen , während jener Buch jener Ort Begriff trotzdem denken wird ( jemand ist nicht kaum , schnell gern und bald du zu bauen habe sowie wir gern lesen wird ) . das Auto sollten die Wasser heute schlafen werden . sie ist nicht bald , obwohl dieser Kuchen gegen Keks gegen dieser Mond jener laut Baum laufen .","ohne dieser praktisch Keks spielen sie ein Fenster neben Auto aber Brot trotzdem oft essen über ohne 1 .. wir essen , dass niemand leise ohne ich spielen waren und dieser sie unter das Brot analysieren . schnell testen sie laut Mond und Brot ."
AX26,BX3,LX_C,RES_ID_d84b70b0,COL_ID_f15ef65b,2027-05-26 04:51:59,2027-05-26 04:56:56,IP_40ee9eb3,,,,,de,Positive,Positive,Negative,Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive,Positive,Yes,der praktisch Buch hat sie am bald bauen denn sie gegen dieser Hund am jemand analysieren .,"praktisch Brot , eine Auto mit der Buch ( Wasser unter Kuchen , Stuhl sollten dieser Farbe mit nicht mit hell Idee schreiben , aber auf die Fenster unter der Auto neben heute sein - Tool bald neu komplex Mond )",
AX14,BX0,LX_B,RES_ID_0af2f29e,COL_ID_99c71602,2027-05-26 02:50:14,2027-05-26 03:02:58,IP_bb2749ac,,,,,de,Positive (Strong),Positive,Positive,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive,Positive,Yes,,"neu denn interessant Katze , weil der Sonne schnell kaum zu spielen .",
